offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
111.25,<music21.chord.Chord E5 E4 A3>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,37,2.75
111.5,<music21.chord.Chord D5 F#5 F#4 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,37,3.0
112,<music21.chord.Chord E-5 C5 E-4 A3>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,37,3.5
112.5,<music21.chord.Chord E5 C#5 A3 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,38,1.0
114,<music21.chord.Chord A5 C#5 E5 A4 A3 E4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,38,2.5
114.5,<music21.chord.Chord B5 C#5 E5 B4 A3 E4>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,38,3.0
115,<music21.chord.Chord C#5 F5 C#6 A3 F4 A4>,"[0, 4, 8]","[1, 5, 9]",Con moto D850 II A Major.mid,Schubert,38,3.5
115.5,<music21.chord.Chord D5 F#5 C#6 B-4 D4 F#4>,"[0, 4, 7, 8]","[6, 10, 1, 2]",Con moto D850 II A Major.mid,Schubert,39,1.0
116.5,<music21.chord.Chord B5 D5 F#5 B4 D4 F#4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,39,2.0
117,<music21.chord.Chord A4 D4 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,39,2.5
117.5,<music21.chord.Chord G#4 D4 E3 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,39,3.0
118,<music21.chord.Chord F#4 D4 F#3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,39,3.5
118.5,<music21.chord.Chord E4 D4 E3 G#2>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,40,1.0
120,<music21.chord.Chord E5 D5 E4 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,40,2.5
120.25,<music21.chord.Chord F#5 E5 D5 E4 G#3>,"[0, 2, 4, 6]","[2, 4, 6, 8]",Con moto D850 II A Major.mid,Schubert,40,2.75
120.375,<music21.chord.Chord G#5 E5 D5 E4 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,40,2.875
120.5,<music21.chord.Chord F#5 D5 F#4 G#3>,"[0, 4, 6]","[2, 6, 8]",Con moto D850 II A Major.mid,Schubert,40,3.0
121,<music21.chord.Chord E5 D5 E4 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,40,3.5
121.5,<music21.chord.Chord F#5 D5 A3 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,41,1.0
122.5,<music21.chord.Chord E5 C#5 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,41,2.0
123,<music21.chord.Chord C#4 B3 C#3 B2>,"[0, 2]","[11, 1]",Con moto D850 II A Major.mid,Schubert,41,2.5
123.5,<music21.chord.Chord A3 F#4 C#4 A2 F#3 C#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,41,3.0
124,<music21.chord.Chord B3 C#4 F4 G#2 C#3 F3>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Con moto D850 II A Major.mid,Schubert,41,3.5
124.5,<music21.chord.Chord A3 D4 F#4 F#2 A2 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,42,1.0
126,<music21.chord.Chord A4 A3 F#3>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,42,2.5
126.5,<music21.chord.Chord G4 B4 E3 A3>,"[0, 3, 5, 7]","[4, 7, 9, 11]",Con moto D850 II A Major.mid,Schubert,42,3.0
127,<music21.chord.Chord G4 A4 C#5 A3>,"[0, 2, 6]","[7, 9, 1]",Con moto D850 II A Major.mid,Schubert,42,3.5
127.5,<music21.chord.Chord B-4 C#5 E5 G4 B-3 C#4 D3>,"[0, 1, 3, 6, 9]","[1, 2, 4, 7, 10]",Con moto D850 II A Major.mid,Schubert,43,1.0
130.5,<music21.chord.Chord B4 D5 G4 B3 D4 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,44,1.0
133.5,<music21.chord.Chord C5 D4 F#4 D3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,45,1.0
135,<music21.chord.Chord D5 C5 D4 F#4 D3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,45,2.5
135.125,<music21.chord.Chord C5 D4 F#4 D3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,45,2.625
135.25,<music21.chord.Chord B4 D4 F#4 D3 A3>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Con moto D850 II A Major.mid,Schubert,45,2.75
135.375,<music21.chord.Chord C5 D4 F#4 D3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,45,2.875
135.5,<music21.chord.Chord B4 D4 F#4 D3 A3>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Con moto D850 II A Major.mid,Schubert,45,3.0
135.75,<music21.chord.Chord C5 D4 F#4 D3 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",Con moto D850 II A Major.mid,Schubert,45,3.25
136,<music21.chord.Chord E5 D4 F#4 D3 A3>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,45,3.5
136.25,<music21.chord.Chord D5 D4 F#4 D3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,45,3.75
136.5,<music21.chord.Chord G4 B4 G2 G3>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,46,1.0
137.875,<music21.chord.Chord B4>,[0],[11],Con moto D850 II A Major.mid,Schubert,46,2.375
138,<music21.chord.Chord D4 G4 D5 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,46,2.5
138.5,<music21.chord.Chord C#5 A4 D4 A2 C#3>,"[0, 4, 5]","[9, 1, 2]",Con moto D850 II A Major.mid,Schubert,46,3.0
139,<music21.chord.Chord B4 D4 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,46,3.5
139.5,<music21.chord.Chord D4 A4 D3 F#2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,47,1.0
141,<music21.chord.Chord D4 A4 A3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,47,2.5
141.5,<music21.chord.Chord E4 G#4 E3 G#3 A3>,"[0, 4, 5]","[4, 8, 9]",Con moto D850 II A Major.mid,Schubert,47,3.0
142,<music21.chord.Chord F#4 A3 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,47,3.5
142.5,<music21.chord.Chord E4 C#3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,48,1.0
143,<music21.chord.Chord E-4 A4 F#3 A3 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,48,1.5
143.5,<music21.chord.Chord E4 A4 C#5 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,48,2.0
144.5,<music21.chord.Chord C#5 D4 E4 G#4 E2 E3>,"[0, 1, 3, 7]","[1, 2, 4, 8]",Con moto D850 II A Major.mid,Schubert,48,3.0
145.25,<music21.chord.Chord B4 D4 E4 G#4 E2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,48,3.75
145.5,<music21.chord.Chord C#4 E4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,49,1.0
147,<music21.chord.Chord A4>,[0],[9],Con moto D850 II A Major.mid,Schubert,49,2.5
147.5,<music21.chord.Chord F#4 D5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,49,3.0
147.75,<music21.chord.Chord F#4 D5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,49,3.25
148,<music21.chord.Chord F#4 D5 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,49,3.5
148.25,<music21.chord.Chord A4 E5 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,49,3.75
148.5,<music21.chord.Chord D5 F#5 D4>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,50,1.0
148.75,<music21.chord.Chord D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,50,1.25
149,<music21.chord.Chord D5 F#5 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,50,1.5
149.25,<music21.chord.Chord D5 F#5 D2>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,50,1.75
149.5,<music21.chord.Chord D5 F#5 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,50,2.0
149.75,<music21.chord.Chord D5 F#5>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,50,2.25
150,<music21.chord.Chord D5 F#5 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,50,2.5
150.25,<music21.chord.Chord A4 E5 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,50,2.75
150.5,<music21.chord.Chord F#4 D5 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,50,3.0
150.75,<music21.chord.Chord B4 D5>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,50,3.25
151,<music21.chord.Chord B4 D5 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,50,3.5
151.25,<music21.chord.Chord F#4 C#5 A3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,50,3.75
151.5,<music21.chord.Chord D4 B4 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,51,1.0
151.75,<music21.chord.Chord G2>,[0],[7],Con moto D850 II A Major.mid,Schubert,51,1.25
152,<music21.chord.Chord D4 B4 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,51,1.5
152.25,<music21.chord.Chord D4 B4 G1>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,51,1.75
152.5,<music21.chord.Chord D4 B4 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,51,2.0
152.75,<music21.chord.Chord D4 B4 B2>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,51,2.25
153,<music21.chord.Chord B4 G2>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,51,2.5
153.25,<music21.chord.Chord B4 F#2>,"[0, 5]","[6, 11]",Con moto D850 II A Major.mid,Schubert,51,2.75
153.5,<music21.chord.Chord G4 E5 E2>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,51,3.0
153.75,<music21.chord.Chord G4 E5>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,51,3.25
154,<music21.chord.Chord G4 E5 B3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,51,3.5
154.25,<music21.chord.Chord B4 F#5 E-4>,"[0, 4, 7]","[11, 3, 6]",Con moto D850 II A Major.mid,Schubert,51,3.75
154.5,<music21.chord.Chord E5 G5 E4>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,52,1.0
154.75,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,52,1.25
155,<music21.chord.Chord E5 G5 E3>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,52,1.5
155.25,<music21.chord.Chord E5 G5 E2>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,52,1.75
155.5,<music21.chord.Chord E5 G5 E3>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,52,2.0
155.75,<music21.chord.Chord E5 G5>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,52,2.25
156,<music21.chord.Chord E5 G5 B3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,52,2.5
156.25,<music21.chord.Chord B4 F#5 D4>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,52,2.75
156.5,<music21.chord.Chord G4 E5 C#4>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,52,3.0
156.75,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,52,3.25
157,<music21.chord.Chord C#5 E5 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,52,3.5
157.25,<music21.chord.Chord G#4 D5 B3>,"[0, 3, 6]","[8, 11, 2]",Con moto D850 II A Major.mid,Schubert,52,3.75
157.5,<music21.chord.Chord E4 C#5 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,1.0
157.75,<music21.chord.Chord E4 C#5 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,1.25
158,<music21.chord.Chord E4 C#5 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,1.5
158.25,<music21.chord.Chord E4 C#5 A1>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,1.75
158.5,<music21.chord.Chord E4 C#5 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,2.0
158.75,<music21.chord.Chord A4 C#5 C#4 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,53,2.25
159,<music21.chord.Chord A4 C#5 C#4 A3 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,53,2.5
159.25,<music21.chord.Chord A4 D5 D4 B2 A3 B3>,"[0, 2, 5]","[9, 11, 2]",Con moto D850 II A Major.mid,Schubert,53,2.75
159.5,<music21.chord.Chord E4 A4 E5 C#3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,53,3.0
159.75,<music21.chord.Chord F#4 D5 F#5 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,53,3.25
160,<music21.chord.Chord F#4 D5 F#5 D4 D3>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,53,3.5
160.25,<music21.chord.Chord G4 D5 G5 E3 D4 E4>,"[0, 2, 5]","[2, 4, 7]",Con moto D850 II A Major.mid,Schubert,53,3.75
160.5,<music21.chord.Chord A4 E5 A5 F#3 D4 F#4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,1.0
161,<music21.chord.Chord A4 E5 A5 F#3 D4 F#4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,1.5
161.75,<music21.chord.Chord D5 A5 F#3 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,2.25
162,<music21.chord.Chord D5 F#5 D6 A3 A4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,2.5
162.25,<music21.chord.Chord D5 A5 F#3 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,2.75
162.5,<music21.chord.Chord D5 F#5 D3 D4>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,54,3.0
162.75,<music21.chord.Chord D5 C#3 C#4>,"[0, 1]","[1, 2]",Con moto D850 II A Major.mid,Schubert,54,3.25
163,<music21.chord.Chord D5 F#5 B2 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,54,3.5
163.25,<music21.chord.Chord D5 F#5 A5 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,54,3.75
163.5,<music21.chord.Chord B4 D5 G5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,1.0
164,<music21.chord.Chord B4 D5 G5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,1.5
164.75,<music21.chord.Chord B4 D5 B5 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,2.25
165,<music21.chord.Chord B4 D5 B5 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,2.5
165.25,<music21.chord.Chord A4 E5 A5 F#3 F#2 D3>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Con moto D850 II A Major.mid,Schubert,55,2.75
165.5,<music21.chord.Chord B4 D5 B5 G3 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,3.0
165.75,<music21.chord.Chord B4 D5 B5 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,3.25
166,<music21.chord.Chord B4 D5 B5 G3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,55,3.5
166.25,<music21.chord.Chord C5 D5 C6 A3 A2 D3>,"[0, 3, 5]","[9, 0, 2]",Con moto D850 II A Major.mid,Schubert,55,3.75
166.5,<music21.chord.Chord B4 D5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,1.0
167,<music21.chord.Chord B4 D5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,1.5
167.75,<music21.chord.Chord G4 B4 D5 B2 B3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,2.25
168,<music21.chord.Chord G4 B4 G5 D3 D4>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,2.5
168.25,<music21.chord.Chord G4 B4 D5 B2 B3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,2.75
168.5,<music21.chord.Chord G4 B4 G2 G3>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,56,3.0
168.75,<music21.chord.Chord G4 B4 D5 B2 B3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,56,3.25
169,<music21.chord.Chord G4 B4 G5 G2 G3>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,56,3.5
169.25,<music21.chord.Chord A4 D5 A5 F#2 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,56,3.75
169.5,<music21.chord.Chord B4 G5 B5 E2 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,57,1.0
170,<music21.chord.Chord B4 G5 B5 E2 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,57,1.5
170.75,<music21.chord.Chord G5 B5 G6 E2 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,57,2.25
171.25,<music21.chord.Chord G5 B5 G6 E2 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,57,2.75
171.5,<music21.chord.Chord C#5 G5 C#6 A2 E3 A3>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,57,3.0
172,<music21.chord.Chord C#5 G5 C#6 A2 E3 A3>,"[0, 3, 6, 8]","[1, 4, 7, 9]",Con moto D850 II A Major.mid,Schubert,57,3.5
172.75,<music21.chord.Chord D5 F#5 D6 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,58,1.25
173.25,<music21.chord.Chord D5 F#5 D6 D2 A2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,58,1.75
173.5,<music21.chord.Chord D4 F#4 D5 D3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,58,2.0
174,<music21.chord.Chord D4 F#4 D5 D3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,58,2.5
175.5,<music21.chord.Chord D3 A3>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,59,1.0
175.75,<music21.chord.Chord D4 D3 A3>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,59,1.25
176,<music21.chord.Chord B3 G4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,59,1.5
176.25,<music21.chord.Chord D4 A4>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,59,1.75
176.5,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,59,2.0
176.75,<music21.chord.Chord G2>,[0],[7],Con moto D850 II A Major.mid,Schubert,59,2.25
177,<music21.chord.Chord G4 B4 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,59,2.5
177.25,<music21.chord.Chord G4 B4 G2>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,59,2.75
177.5,<music21.chord.Chord G4 B4 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,59,3.0
177.5833333,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,59,3.0833333
177.75,<music21.chord.Chord D4 A4>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,59,3.25
178,<music21.chord.Chord G4 B4 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,59,3.5
178.25,<music21.chord.Chord A4 D5 G2 D3>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,59,3.75
178.5,<music21.chord.Chord G4 B4 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,60,1.0
178.75,<music21.chord.Chord D4 A4 G2 D3>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,60,1.25
179,<music21.chord.Chord G4 B4 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,60,1.5
179.25,<music21.chord.Chord A4 D5 G2 D3>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,60,1.75
179.5,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,60,2.0
179.75,<music21.chord.Chord G2>,[0],[7],Con moto D850 II A Major.mid,Schubert,60,2.25
180,<music21.chord.Chord G4 B4 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,60,2.5
180.25,<music21.chord.Chord G4 B4 G2>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,60,2.75
180.5,<music21.chord.Chord G4 B4 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,60,3.0
180.5833333,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,60,3.0833333
180.75,<music21.chord.Chord D4 A4>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,60,3.25
181,<music21.chord.Chord G4 B4 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,60,3.5
181.25,<music21.chord.Chord A4 D5 D3 G2>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,60,3.75
181.5,<music21.chord.Chord G4 B4 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,61,1.0
181.75,<music21.chord.Chord D4 A4 D3 F#2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,61,1.25
182,<music21.chord.Chord G4 B4 D3 E2>,"[0, 3, 5, 8]","[11, 2, 4, 7]",Con moto D850 II A Major.mid,Schubert,61,1.5
182.25,<music21.chord.Chord A4 D5 D3 D2>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,61,1.75
182.5,<music21.chord.Chord C5 E5>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,61,2.0
182.75,<music21.chord.Chord C2>,[0],[0],Con moto D850 II A Major.mid,Schubert,61,2.25
183,<music21.chord.Chord C5 E5 G2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,61,2.5
183.25,<music21.chord.Chord C5 E5 C2>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,61,2.75
183.5,<music21.chord.Chord C5 E5 G2 C2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,61,3.0
183.5833333,<music21.chord.Chord C5 E5>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,61,3.0833333
183.75,<music21.chord.Chord G4 D5>,"[0, 5]","[2, 7]",Con moto D850 II A Major.mid,Schubert,61,3.25
184,<music21.chord.Chord C5 E5 C2 G2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,61,3.5
184.25,<music21.chord.Chord G4 D5 C2 G2>,"[0, 2, 7]","[0, 2, 7]",Con moto D850 II A Major.mid,Schubert,61,3.75
184.5,<music21.chord.Chord E4 C5 C2 G2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,62,1.0
184.75,<music21.chord.Chord D4 G4 C2 G2>,"[0, 2, 7]","[0, 2, 7]",Con moto D850 II A Major.mid,Schubert,62,1.25
185,<music21.chord.Chord E4 C5 C2 G2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,62,1.5
185.25,<music21.chord.Chord G4 F5 C2 G2>,"[0, 2, 7]","[5, 7, 0]",Con moto D850 II A Major.mid,Schubert,62,1.75
185.5,<music21.chord.Chord C5 E5>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,62,2.0
185.75,<music21.chord.Chord C2>,[0],[0],Con moto D850 II A Major.mid,Schubert,62,2.25
186,<music21.chord.Chord C5 E5 G2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,62,2.5
186.25,<music21.chord.Chord C5 E5 C2>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,62,2.75
186.5,<music21.chord.Chord C5 E5 G2 C2>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,62,3.0
186.5833333,<music21.chord.Chord C5 E5>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,62,3.0833333
