offset,Chord,NormalForm,PCsinNormalForm,file,PhraseBoundary,MeasureNumber,MeasureCount
70.25,<music21.chord.Chord G5 A3>,"[0, 2]","[7, 9]",Studies No7 F major.mid,,,
70.5,<music21.chord.Chord B-4 G5 E3>,"[0, 3, 6]","[4, 7, 10]",Studies No7 F major.mid,,,
70.75,<music21.chord.Chord C5 E3>,"[0, 4]","[0, 4]",Studies No7 F major.mid,,,
71,<music21.chord.Chord B-4 B-3>,[0],[10],Studies No7 F major.mid,,,
71.25,<music21.chord.Chord C5 B-3>,"[0, 2]","[10, 0]",Studies No7 F major.mid,,,
71.5,<music21.chord.Chord B-4 G3>,"[0, 3]","[7, 10]",Studies No7 F major.mid,,,
71.75,<music21.chord.Chord C5 G3>,"[0, 5]","[7, 0]",Studies No7 F major.mid,,,
72,<music21.chord.Chord G4 E3>,"[0, 3]","[4, 7]",Studies No7 F major.mid,,,
72.25,<music21.chord.Chord A4 E3>,"[0, 5]","[4, 9]",Studies No7 F major.mid,,,
72.5,<music21.chord.Chord G4 B-3>,"[0, 3]","[7, 10]",Studies No7 F major.mid,,,
72.75,<music21.chord.Chord A4 B-3>,"[0, 1]","[9, 10]",Studies No7 F major.mid,,,
73,<music21.chord.Chord G4 D5 G3>,"[0, 5]","[2, 7]",Studies No7 F major.mid,,,
73.25,<music21.chord.Chord A4 G3>,"[0, 2]","[7, 9]",Studies No7 F major.mid,,,
73.5,<music21.chord.Chord F4 C5 F3>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
73.75,<music21.chord.Chord G4 F3>,"[0, 2]","[5, 7]",Studies No7 F major.mid,,,
74,<music21.chord.Chord F4 C4>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
74.25,<music21.chord.Chord G4 C4>,"[0, 5]","[7, 0]",Studies No7 F major.mid,,,
74.5,<music21.chord.Chord F4 A3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
74.75,<music21.chord.Chord G4 A3>,"[0, 2]","[7, 9]",Studies No7 F major.mid,,,
75,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
75.25,<music21.chord.Chord G4 F3>,"[0, 2]","[5, 7]",Studies No7 F major.mid,,,
75.5,<music21.chord.Chord F4 C4>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
75.75,<music21.chord.Chord G4 C4>,"[0, 5]","[7, 0]",Studies No7 F major.mid,,,
76,<music21.chord.Chord F4 A3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
76.25,<music21.chord.Chord G4 A3>,"[0, 2]","[7, 9]",Studies No7 F major.mid,,,
76.5,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
76.75,<music21.chord.Chord G4 F3>,"[0, 2]","[5, 7]",Studies No7 F major.mid,,,
77,<music21.chord.Chord F4 C4>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
77.25,<music21.chord.Chord G4 C4>,"[0, 5]","[7, 0]",Studies No7 F major.mid,,,
77.5,<music21.chord.Chord F4 A3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
77.75,<music21.chord.Chord G4 A3>,"[0, 2]","[7, 9]",Studies No7 F major.mid,,,
78,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
78.25,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
78.5,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
78.75,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
79,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
79.25,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
79.5,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
79.75,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
79.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
80,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
80.25,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
80.5,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
80.75,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
81,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
81.25,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
81.5,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
81.75,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
82,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
82.25,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
82.5,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
82.75,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
82.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
83,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
83.25,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
83.5,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
83.75,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
84,<music21.chord.Chord F4 B-4 F3>,"[0, 5]","[5, 10]",Studies No7 F major.mid,,,
84.25,<music21.chord.Chord F4 B-4 G3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
84.5,<music21.chord.Chord F4 B-4 F3>,"[0, 5]","[5, 10]",Studies No7 F major.mid,,,
84.75,<music21.chord.Chord F4 B-4 G3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
85,<music21.chord.Chord F4 B-4 F3>,"[0, 5]","[5, 10]",Studies No7 F major.mid,,,
85.25,<music21.chord.Chord F4 B-4 G3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
85.5,<music21.chord.Chord F4 B-4 F3>,"[0, 5]","[5, 10]",Studies No7 F major.mid,,,
85.75,<music21.chord.Chord F4 B-4 G3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
85.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
86,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
86.25,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
86.5,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
86.75,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
87,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]",Studies No7 F major.mid,,,
87.25,<music21.chord.Chord B-4 D5 G3>,"[0, 3, 7]","[7, 10, 2]",Studies No7 F major.mid,,,
87.5,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]",Studies No7 F major.mid,,,
87.75,<music21.chord.Chord B-4 D5 G3>,"[0, 3, 7]","[7, 10, 2]",Studies No7 F major.mid,,,
88,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]",Studies No7 F major.mid,,,
88.25,<music21.chord.Chord B-4 D5 G3>,"[0, 3, 7]","[7, 10, 2]",Studies No7 F major.mid,,,
88.5,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]",Studies No7 F major.mid,,,
88.75,<music21.chord.Chord B-4 D5 G3>,"[0, 3, 7]","[7, 10, 2]",Studies No7 F major.mid,,,
88.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
89,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
89.25,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
89.5,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
89.75,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
90,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
90.25,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
90.5,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]",Studies No7 F major.mid,,,
90.75,<music21.chord.Chord A4 C5 G3>,"[0, 2, 5]","[7, 9, 0]",Studies No7 F major.mid,,,
90.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
91,<music21.chord.Chord G4 B-4 F3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
91.25,<music21.chord.Chord G4 B-4 G3>,"[0, 3]","[7, 10]",Studies No7 F major.mid,,,
91.5,<music21.chord.Chord G4 B-4 F3>,"[0, 2, 5]","[5, 7, 10]",Studies No7 F major.mid,,,
91.75,<music21.chord.Chord G4 B-4 G3>,"[0, 3]","[7, 10]",Studies No7 F major.mid,,,
91.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
92,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
92.25,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
92.5,<music21.chord.Chord F4 A4 F3>,"[0, 4]","[5, 9]",Studies No7 F major.mid,,,
92.75,<music21.chord.Chord F4 A4 G3>,"[0, 2, 4]","[5, 7, 9]",Studies No7 F major.mid,,,
92.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
93,<music21.chord.Chord E4 G4 B-2>,"[0, 3, 6]","[4, 7, 10]",Studies No7 F major.mid,,,
93.25,<music21.chord.Chord E4 G4 C3>,"[0, 4, 7]","[0, 4, 7]",Studies No7 F major.mid,,,
93.5,<music21.chord.Chord E4 G4 B-2>,"[0, 3, 6]","[4, 7, 10]",Studies No7 F major.mid,,,
93.75,<music21.chord.Chord E4 G4 C3>,"[0, 4, 7]","[0, 4, 7]",Studies No7 F major.mid,,,
94,<music21.chord.Chord E4 G4 B-2>,"[0, 3, 6]","[4, 7, 10]",Studies No7 F major.mid,,,
94.25,<music21.chord.Chord E4 G4 C3>,"[0, 4, 7]","[0, 4, 7]",Studies No7 F major.mid,,,
94.5,<music21.chord.Chord E4 G4 B-2>,"[0, 3, 6]","[4, 7, 10]",Studies No7 F major.mid,,,
94.75,<music21.chord.Chord E4 G4 C3>,"[0, 4, 7]","[0, 4, 7]",Studies No7 F major.mid,,,
94.875,<music21.chord.Chord C3>,[0],[0],Studies No7 F major.mid,,,
95,<music21.chord.Chord B-2>,[0],[10],Studies No7 F major.mid,,,
95.25,<music21.chord.Chord C3>,[0],[0],Studies No7 F major.mid,,,
95.5,<music21.chord.Chord B-2>,[0],[10],Studies No7 F major.mid,,,
95.75,<music21.chord.Chord C3>,[0],[0],Studies No7 F major.mid,,,
96,<music21.chord.Chord C4 F4 F3>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
96.25,<music21.chord.Chord C4 F4 G3>,"[0, 2, 7]","[5, 7, 0]",Studies No7 F major.mid,,,
96.5,<music21.chord.Chord C4 F4 F3>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
96.75,<music21.chord.Chord C4 F4 G3>,"[0, 2, 7]","[5, 7, 0]",Studies No7 F major.mid,,,
97,<music21.chord.Chord C4 F4 F3>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
97.25,<music21.chord.Chord C4 F4 G3>,"[0, 2, 7]","[5, 7, 0]",Studies No7 F major.mid,,,
97.5,<music21.chord.Chord C4 F4 F3>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
97.75,<music21.chord.Chord C4 F4 G3>,"[0, 2, 7]","[5, 7, 0]",Studies No7 F major.mid,,,
97.875,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
98,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
98.25,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
98.5,<music21.chord.Chord F3>,[0],[5],Studies No7 F major.mid,,,
98.75,<music21.chord.Chord G3>,[0],[7],Studies No7 F major.mid,,,
99,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
99.25,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
99.5,<music21.chord.Chord G4 G3>,[0],[7],Studies No7 F major.mid,,,
99.75,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
100,<music21.chord.Chord E4 E3>,[0],[4],Studies No7 F major.mid,,,
100.25,<music21.chord.Chord F4 F3>,[0],[5],Studies No7 F major.mid,,,
100.5,<music21.chord.Chord G4 G3>,[0],[7],Studies No7 F major.mid,,,
100.75,<music21.chord.Chord A4 A3>,[0],[9],Studies No7 F major.mid,,,
101,<music21.chord.Chord B-4 B-3>,[0],[10],Studies No7 F major.mid,,,
101.25,<music21.chord.Chord C5 C4>,[0],[0],Studies No7 F major.mid,,,
101.5,<music21.chord.Chord D5 D4>,[0],[2],Studies No7 F major.mid,,,
101.75,<music21.chord.Chord E5 E4>,[0],[4],Studies No7 F major.mid,,,
102,<music21.chord.Chord F5 F4>,[0],[5],Studies No7 F major.mid,,,
103,<music21.chord.Chord F5 F4>,[0],[5],Studies No7 F major.mid,,,
104,<music21.chord.Chord C5 F5 F3 C4 F4>,"[0, 5]","[0, 5]",Studies No7 F major.mid,,,
