offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,Phrase Bounday,Song Beat Number,Measure Number,Measure Beat Number
163.25,<music21.chord.Chord C5 F#4 G3>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,164,41,4
163.5,<music21.chord.Chord C5 F#4 F#3>,"[0, 6]","[0, 6]","[0, 6]",,164,41,4
163.75,<music21.chord.Chord C5 F#4 E3>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,164,41,4
163.875,<music21.chord.Chord E3>,[0],[4],[4],,164,41,4
164,<music21.chord.Chord D3>,[0],[2],[2],,165,42,1
164.25,<music21.chord.Chord E3>,[0],[4],[4],,165,42,1
164.5,<music21.chord.Chord F#3>,[0],[6],[6],,165,42,1
164.75,<music21.chord.Chord G3>,[0],[7],[7],,165,42,1
165,<music21.chord.Chord C5 F#5 A3>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,166,42,2
165.25,<music21.chord.Chord C5 F#5 G3>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,166,42,2
165.375,<music21.chord.Chord G3>,[0],[7],[7],,166,42,2
165.5,<music21.chord.Chord F#3>,[0],[6],[6],,166,42,2
165.75,<music21.chord.Chord E3>,[0],[4],[4],,166,42,2
166,<music21.chord.Chord C5 F#5 D3>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,167,42,3
166.25,<music21.chord.Chord C5 F#5 E3>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,167,42,3
166.375,<music21.chord.Chord E3>,[0],[4],[4],,167,42,3
166.5,<music21.chord.Chord F#3>,[0],[6],[6],,167,42,3
166.75,<music21.chord.Chord G3>,[0],[7],[7],,167,42,3
167,<music21.chord.Chord C5 F#5 A3>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,168,42,4
167.25,<music21.chord.Chord C5 F#5 B3>,"[0, 5, 6]","[6, 11, 0]","[6, 11, 0]",,168,42,4
167.375,<music21.chord.Chord B3>,[0],[11],[11],,168,42,4
167.5,<music21.chord.Chord C4>,[0],[0],[0],,168,42,4
167.75,<music21.chord.Chord D4>,[0],[2],[2],,168,42,4
168,<music21.chord.Chord G5 B4 G3>,"[0, 4]","[7, 11]","[7, 11]",,169,43,1
168.25,<music21.chord.Chord G5 B4 A3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,169,43,1
168.5,<music21.chord.Chord G5 B4 B3>,"[0, 4]","[7, 11]","[7, 11]",,169,43,1
168.75,<music21.chord.Chord G5 B4 C4>,"[0, 4, 5]","[7, 11, 0]","[7, 11, 0]",,169,43,1
169,<music21.chord.Chord G5 B4 D4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,170,43,2
169.25,<music21.chord.Chord G5 B4 C4>,"[0, 4, 5]","[7, 11, 0]","[7, 11, 0]",,170,43,2
169.5,<music21.chord.Chord G5 B4 B3>,"[0, 4]","[7, 11]","[7, 11]",,170,43,2
169.75,<music21.chord.Chord G5 B4 A3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,170,43,2
170,<music21.chord.Chord D5 B4 G3>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,171,43,3
170.25,<music21.chord.Chord D5 B4 A3>,"[0, 2, 5]","[9, 11, 2]","[9, 11, 2]",,171,43,3
170.5,<music21.chord.Chord D5 B4 B3>,"[0, 3]","[11, 2]","[11, 2]",,171,43,3
170.75,<music21.chord.Chord D5 B4 C4>,"[0, 1, 3]","[11, 0, 2]","[11, 0, 2]",,171,43,3
171,<music21.chord.Chord D5 B4 D4>,"[0, 3]","[11, 2]","[11, 2]",,172,43,4
171.25,<music21.chord.Chord D5 B4 C4>,"[0, 1, 3]","[11, 0, 2]","[11, 0, 2]",,172,43,4
171.5,<music21.chord.Chord D5 B4 B3>,"[0, 3]","[11, 2]","[11, 2]",,172,43,4
171.75,<music21.chord.Chord D5 B4 A3>,"[0, 2, 5]","[9, 11, 2]","[9, 11, 2]",,172,43,4
171.875,<music21.chord.Chord A3>,[0],[9],[9],,172,43,4
172,<music21.chord.Chord G3>,[0],[7],[7],,173,44,1
172.25,<music21.chord.Chord A3>,[0],[9],[9],,173,44,1
172.5,<music21.chord.Chord B3>,[0],[11],[11],,173,44,1
172.75,<music21.chord.Chord C4>,[0],[0],[0],,173,44,1
173,<music21.chord.Chord G5 B5 D4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,174,44,2
173.25,<music21.chord.Chord G5 B5 C4>,"[0, 4, 5]","[7, 11, 0]","[7, 11, 0]",,174,44,2
173.375,<music21.chord.Chord C4>,[0],[0],[0],,174,44,2
173.5,<music21.chord.Chord B3>,[0],[11],[11],,174,44,2
173.75,<music21.chord.Chord A3>,[0],[9],[9],,174,44,2
174,<music21.chord.Chord G5 B5 G3>,"[0, 4]","[7, 11]","[7, 11]",,175,44,3
174.25,<music21.chord.Chord G5 B5 A3>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,175,44,3
174.375,<music21.chord.Chord A3>,[0],[9],[9],,175,44,3
174.5,<music21.chord.Chord B3>,[0],[11],[11],,175,44,3
174.75,<music21.chord.Chord C4>,[0],[0],[0],,175,44,3
175,<music21.chord.Chord G5 B5 D4>,"[0, 4, 7]","[7, 11, 2]","[7, 11, 2]",,176,44,4
175.25,<music21.chord.Chord G5 B5 E4>,"[0, 3, 7]","[4, 7, 11]","[4, 7, 11]",,176,44,4
175.375,<music21.chord.Chord E4>,[0],[4],[4],,176,44,4
175.5,<music21.chord.Chord F#4>,[0],[6],[6],,176,44,4
175.75,<music21.chord.Chord G4>,[0],[7],[7],,176,44,4
176,<music21.chord.Chord D6 F#5 D4>,"[0, 4]","[2, 6]","[2, 6]",,177,45,1
176.25,<music21.chord.Chord D6 F#5 E4>,"[0, 2, 4]","[2, 4, 6]","[2, 4, 6]",,177,45,1
176.5,<music21.chord.Chord D6 F#5 F#4>,"[0, 4]","[2, 6]","[2, 6]",,177,45,1
176.75,<music21.chord.Chord D6 F#5 G4>,"[0, 4, 5]","[2, 6, 7]","[2, 6, 7]",,177,45,1
177,<music21.chord.Chord D6 F#5 A4>,"[0, 4, 7]","[2, 6, 9]","[2, 6, 9]",,178,45,2
177.25,<music21.chord.Chord D6 F#5 G4>,"[0, 4, 5]","[2, 6, 7]","[2, 6, 7]",,178,45,2
177.5,<music21.chord.Chord D6 F#5 F#4>,"[0, 4]","[2, 6]","[2, 6]",,178,45,2
177.75,<music21.chord.Chord D6 F#5 E4>,"[0, 2, 4]","[2, 4, 6]","[2, 4, 6]",,178,45,2
178,<music21.chord.Chord C6 F#5 D4>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,179,45,3
178.25,<music21.chord.Chord C6 F#5 E4>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,179,45,3
178.5,<music21.chord.Chord C6 F#5 F#4>,"[0, 6]","[0, 6]","[0, 6]",,179,45,3
178.75,<music21.chord.Chord C6 F#5 G4>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,179,45,3
179,<music21.chord.Chord C6 F#5 A4>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,180,45,4
179.25,<music21.chord.Chord C6 F#5 G4>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,180,45,4
179.5,<music21.chord.Chord C6 F#5 F#4>,"[0, 6]","[0, 6]","[0, 6]",,180,45,4
179.75,<music21.chord.Chord C6 F#5 E4>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,180,45,4
180,<music21.chord.Chord D4>,[0],[2],[2],,181,46,1
180.25,<music21.chord.Chord E4>,[0],[4],[4],,181,46,1
180.5,<music21.chord.Chord F#4>,[0],[6],[6],,181,46,1
180.75,<music21.chord.Chord G4>,[0],[7],[7],,181,46,1
181,<music21.chord.Chord C6 F#6 A4>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,182,46,2
181.25,<music21.chord.Chord C6 F#6 G4>,"[0, 1, 6]","[6, 7, 0]","[6, 7, 0]",,182,46,2
181.375,<music21.chord.Chord G4>,[0],[7],[7],,182,46,2
181.5,<music21.chord.Chord F#4>,[0],[6],[6],,182,46,2
181.75,<music21.chord.Chord E4>,[0],[4],[4],,182,46,2
182,<music21.chord.Chord C6 F#6 D4>,"[0, 2, 6]","[0, 2, 6]","[0, 2, 6]",,183,46,3
182.25,<music21.chord.Chord C6 F#6 E4>,"[0, 4, 6]","[0, 4, 6]","[0, 4, 6]",,183,46,3
182.375,<music21.chord.Chord E4>,[0],[4],[4],,183,46,3
182.5,<music21.chord.Chord F#4>,[0],[6],[6],,183,46,3
182.75,<music21.chord.Chord G4>,[0],[7],[7],,183,46,3
183,<music21.chord.Chord C6 F#6 A4>,"[0, 3, 6]","[6, 9, 0]","[6, 9, 0]",,184,46,4
183.25,<music21.chord.Chord C6 F#6 B4>,"[0, 5, 6]","[6, 11, 0]","[6, 11, 0]",,184,46,4
183.375,<music21.chord.Chord B4>,[0],[11],[11],,184,46,4
183.5,<music21.chord.Chord C5>,[0],[0],[0],,184,46,4
183.75,<music21.chord.Chord D5>,[0],[2],[2],,184,46,4
184,<music21.chord.Chord B5 G6 G4>,"[0, 4]","[7, 11]","[7, 11]",,185,47,1
184.25,<music21.chord.Chord A4>,[0],[9],[9],,185,47,1
184.5,<music21.chord.Chord B4>,[0],[11],[11],,185,47,1
184.75,<music21.chord.Chord C5>,[0],[0],[0],,185,47,1
185,<music21.chord.Chord D5>,[0],[2],[2],,186,47,2
185.25,<music21.chord.Chord E5>,[0],[4],[4],,186,47,2
185.5,<music21.chord.Chord F#5>,[0],[6],[6],,186,47,2
185.75,<music21.chord.Chord G5>,[0],[7],[7],,186,47,2
186,<music21.chord.Chord D6 F#5>,"[0, 4]","[2, 6]","[2, 6]",,187,47,3
186.25,<music21.chord.Chord E6>,[0],[4],[4],,187,47,3
186.5,<music21.chord.Chord F#6>,[0],[6],[6],,187,47,3
186.75,<music21.chord.Chord G6>,[0],[7],[7],,187,47,3
187,<music21.chord.Chord A6 D5>,"[0, 5]","[9, 2]","[9, 2]",,188,47,4
187.25,<music21.chord.Chord B6>,[0],[11],[11],,188,47,4
187.5,<music21.chord.Chord C7>,[0],[0],[0],,188,47,4
187.75,<music21.chord.Chord D7>,[0],[2],[2],,188,47,4
188,<music21.chord.Chord B6 G4>,"[0, 4]","[7, 11]","[7, 11]",,189,48,1
188.25,<music21.chord.Chord A4>,[0],[9],[9],,189,48,1
188.5,<music21.chord.Chord B4>,[0],[11],[11],,189,48,1
188.75,<music21.chord.Chord C5>,[0],[0],[0],,189,48,1
189,<music21.chord.Chord G6 D5>,"[0, 5]","[2, 7]","[2, 7]",,190,48,2
189.25,<music21.chord.Chord E5>,[0],[4],[4],,190,48,2
189.5,<music21.chord.Chord F#5>,[0],[6],[6],,190,48,2
189.75,<music21.chord.Chord G5>,[0],[7],[7],,190,48,2
190,<music21.chord.Chord D6 F#5>,"[0, 4]","[2, 6]","[2, 6]",,191,48,3
190.25,<music21.chord.Chord E6>,[0],[4],[4],,191,48,3
190.5,<music21.chord.Chord F#6>,[0],[6],[6],,191,48,3
190.75,<music21.chord.Chord G6>,[0],[7],[7],,191,48,3
191,<music21.chord.Chord A6 D5>,"[0, 5]","[9, 2]","[9, 2]",,192,48,4
191.25,<music21.chord.Chord B6>,[0],[11],[11],,192,48,4
191.5,<music21.chord.Chord C7>,[0],[0],[0],,192,48,4
191.75,<music21.chord.Chord D7>,[0],[2],[2],,192,48,4
192,<music21.chord.Chord B6 G4>,"[0, 4]","[7, 11]","[7, 11]",,193,49,1
192.25,<music21.chord.Chord A4>,[0],[9],[9],,193,49,1
192.5,<music21.chord.Chord B4>,[0],[11],[11],,193,49,1
192.75,<music21.chord.Chord C5>,[0],[0],[0],,193,49,1
193,<music21.chord.Chord G6 D5>,"[0, 5]","[2, 7]","[2, 7]",,194,49,2
193.25,<music21.chord.Chord E5>,[0],[4],[4],,194,49,2
193.5,<music21.chord.Chord F#5>,[0],[6],[6],,194,49,2
193.75,<music21.chord.Chord G5>,[0],[7],[7],,194,49,2
194,<music21.chord.Chord F6 A5>,"[0, 4]","[5, 9]","[5, 9]",,195,49,3
194.25,<music21.chord.Chord G6 A5>,"[0, 2]","[7, 9]","[7, 9]",,195,49,3
194.5,<music21.chord.Chord A6 A5>,[0],[9],[9],,195,49,3
194.75,<music21.chord.Chord B6 A5>,"[0, 2]","[9, 11]","[9, 11]",,195,49,3
194.875,<music21.chord.Chord B6 A5>,"[0, 2]","[9, 11]","[9, 11]",,195,49,3
195,<music21.chord.Chord C7 C6 A5>,"[0, 3]","[9, 0]","[9, 0]",,196,49,4
195.25,<music21.chord.Chord D7 C6 A5>,"[0, 3, 5]","[9, 0, 2]","[9, 0, 2]",,196,49,4
195.5,<music21.chord.Chord E7 C6 A5>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,196,49,4
195.75,<music21.chord.Chord F7 C6 A5>,"[0, 4, 7]","[5, 9, 0]","[5, 9, 0]",,196,49,4
195.875,<music21.chord.Chord F7>,[0],[5],[5],2,196,49,4
196,<music21.chord.Chord E7 G5>,"[0, 3]","[4, 7]","[4, 7]",1,197,50,1
196.25,<music21.chord.Chord D7 G5>,"[0, 5]","[2, 7]","[2, 7]",,197,50,1
196.5,<music21.chord.Chord C7 G5>,"[0, 5]","[7, 0]","[7, 0]",,197,50,1
196.75,<music21.chord.Chord B6 G5>,"[0, 4]","[7, 11]","[7, 11]",,197,50,1
196.875,<music21.chord.Chord B6 G5>,"[0, 4]","[7, 11]","[7, 11]",,197,50,1
197,<music21.chord.Chord A6 B5 G5>,"[0, 2, 4]","[7, 9, 11]","[7, 9, 11]",,198,50,2
197.25,<music21.chord.Chord G6 B5 G5>,"[0, 4]","[7, 11]","[7, 11]",,198,50,2
197.5,<music21.chord.Chord F6 B5 G5>,"[0, 2, 6]","[5, 7, 11]","[5, 7, 11]",,198,50,2
197.75,<music21.chord.Chord E6 B5 G5>,"[0, 3, 7]","[4, 7, 11]","[4, 7, 11]",,198,50,2
197.875,<music21.chord.Chord E6>,[0],[4],[4],,198,50,2
198,<music21.chord.Chord D6 F5>,"[0, 3]","[2, 5]","[2, 5]",,199,50,3
198.25,<music21.chord.Chord E6 F5>,"[0, 1]","[4, 5]","[4, 5]",,199,50,3
198.5,<music21.chord.Chord F6 F5>,[0],[5],[5],,199,50,3
198.75,<music21.chord.Chord G6 F5>,"[0, 2]","[5, 7]","[5, 7]",,199,50,3
198.875,<music21.chord.Chord G6 F5>,"[0, 2]","[5, 7]","[5, 7]",,199,50,3
199,<music21.chord.Chord A6 A5 F5>,"[0, 4]","[5, 9]","[5, 9]",,200,50,4
199.25,<music21.chord.Chord B6 A5 F5>,"[0, 4, 6]","[5, 9, 11]","[5, 9, 11]",,200,50,4
199.5,<music21.chord.Chord C7 A5 F5>,"[0, 4, 7]","[5, 9, 0]","[5, 9, 0]",,200,50,4
199.75,<music21.chord.Chord D7 A5 F5>,"[0, 3, 7]","[2, 5, 9]","[2, 5, 9]",,200,50,4
199.875,<music21.chord.Chord D7>,[0],[2],[2],,200,50,4
200,<music21.chord.Chord C7 E5>,"[0, 4]","[0, 4]","[0, 4]",,201,51,1
200.25,<music21.chord.Chord B6 E5>,"[0, 5]","[11, 4]","[11, 4]",,201,51,1
200.5,<music21.chord.Chord A6 E5>,"[0, 5]","[4, 9]","[4, 9]",,201,51,1
200.75,<music21.chord.Chord G6 E5>,"[0, 3]","[4, 7]","[4, 7]",,201,51,1
200.875,<music21.chord.Chord G6 E5>,"[0, 3]","[4, 7]","[4, 7]",,201,51,1
201,<music21.chord.Chord F6 G5 E5>,"[0, 1, 3]","[4, 5, 7]","[4, 5, 7]",,202,51,2
201.25,<music21.chord.Chord E6 G5 E5>,"[0, 3]","[4, 7]","[4, 7]",,202,51,2
201.5,<music21.chord.Chord D6 G5 E5>,"[0, 2, 5]","[2, 4, 7]","[2, 4, 7]",,202,51,2
201.75,<music21.chord.Chord C6 G5 E5>,"[0, 4, 7]","[0, 4, 7]","[0, 4, 7]",,202,51,2
201.875,<music21.chord.Chord C6>,[0],[0],[0],,202,51,2
202,<music21.chord.Chord B5 D5>,"[0, 3]","[11, 2]","[11, 2]",,203,51,3
202.25,<music21.chord.Chord C6 D5>,"[0, 2]","[0, 2]","[0, 2]",,203,51,3
202.5,<music21.chord.Chord D6 D5>,[0],[2],[2],,203,51,3
202.75,<music21.chord.Chord E6 D5>,"[0, 2]","[2, 4]","[2, 4]",,203,51,3
202.875,<music21.chord.Chord E6 D5>,"[0, 2]","[2, 4]","[2, 4]",,203,51,3
203,<music21.chord.Chord F6 F5 D5>,"[0, 3]","[2, 5]","[2, 5]",,204,51,4
203.25,<music21.chord.Chord G6 F5 D5>,"[0, 3, 5]","[2, 5, 7]","[2, 5, 7]",,204,51,4
203.5,<music21.chord.Chord A6 F5 D5>,"[0, 3, 7]","[2, 5, 9]","[2, 5, 9]",,204,51,4
203.75,<music21.chord.Chord B6 F5 D5>,"[0, 3, 6]","[11, 2, 5]","[11, 2, 5]",,204,51,4
203.875,<music21.chord.Chord B6>,[0],[11],[11],,204,51,4
204,<music21.chord.Chord A6 C5>,"[0, 3]","[9, 0]","[9, 0]",,205,52,1
204.25,<music21.chord.Chord G6 C5>,"[0, 5]","[7, 0]","[7, 0]",,205,52,1
204.5,<music21.chord.Chord F6 C5>,"[0, 5]","[0, 5]","[0, 5]",,205,52,1
204.75,<music21.chord.Chord E6 C5>,"[0, 4]","[0, 4]","[0, 4]",,205,52,1
205,<music21.chord.Chord D6 E5 C5>,"[0, 2, 4]","[0, 2, 4]","[0, 2, 4]",,206,52,2
205.25,<music21.chord.Chord C6 E5 C5>,"[0, 4]","[0, 4]","[0, 4]",,206,52,2
205.5,<music21.chord.Chord B5 E5 C5>,"[0, 1, 5]","[11, 0, 4]","[11, 0, 4]",,206,52,2
205.75,<music21.chord.Chord A5 E5 C5>,"[0, 3, 7]","[9, 0, 4]","[9, 0, 4]",,206,52,2
206,<music21.chord.Chord G5 B4>,"[0, 4]","[7, 11]","[7, 11]",,207,52,3
206.25,<music21.chord.Chord A5 B4>,"[0, 2]","[9, 11]","[9, 11]",,207,52,3
206.5,<music21.chord.Chord B5 B4>,[0],[11],[11],,207,52,3
206.75,<music21.chord.Chord C6 B4>,"[0, 1]","[11, 0]","[11, 0]",,207,52,3
207,<music21.chord.Chord D6 D5 B4>,"[0, 3]","[11, 2]","[11, 2]",,208,52,4
